job_id,title,company_profile,description,requirements,benefits,location,employment_type,required_experience,required_education,industry,function,telecommuting,has_company_logo,has_questions,fraudulent
1409,UX Designer,Vertex Technologies is a leading technology company established in 2019 with a team of 1564 professionals.,"We are looking for an experienced UX Designer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Berlin, Germany",Part-time,Director,Bachelor's Degree,Marketing,Operations,1,1,0,0
1249,Marketing Manager,Orion Data Labs is a leading technology company established in 2004 with a team of 4942 professionals.,"An exciting opportunity for a talented Marketing Manager to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Internship,Director,Some College,Engineering,Operations,1,1,1,0
1953,Mystery Shopper - Immediate Start,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,Must send processing fee of $30 to receive your starter kit. No criminal background (self-reported). Must have bank account for direct deposit.,Unlimited earning potential!! Work when you want!! Be your own boss!! 100% risk-free guarantee!!,Work From Home,Part-time,Not Applicable,Unspecified,Marketing,,1,1,1,1
1255,Cybersecurity Analyst,Quantum Dynamics is a leading technology company established in 2000 with a team of 395 professionals.,"Join our growing team as a Cybersecurity Analyst. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Hyderabad, India",Contract,Executive,Some College,Marketing,Engineering,0,1,1,0
1497,UX Designer,Pinnacle Systems is a leading technology company established in 2017 with a team of 3615 professionals.,"We're hiring a UX Designer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Remote,Internship,Not Applicable,Some College,Healthcare,Engineering,1,1,0,0
1372,Network Engineer,Quantum Dynamics is a leading technology company established in 2015 with a team of 3009 professionals.,"Join our growing team as a Network Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Contract,Entry level,Bachelor's Degree,Education,Engineering,1,1,0,0
1530,Cloud Architect,Stratos Group is a leading technology company established in 2000 with a team of 2546 professionals.,"An exciting opportunity for a talented Cloud Architect to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,Remote,Contract,Entry level,High School,Education,Engineering,0,1,0,0
1664,Envelope Stuffing Job,,BE YOUR OWN BOSS!! Join our exclusive network marketing team and earn passive income. We are expanding globally and need team leaders. There is NO LIMIT to what you can earn!! Invest just $50 to get started and watch your income MULTIPLY every week!!,Just need to be motivated! No degree required. Must be able to follow simple instructions. Basic computer skills helpful but not required.,Get rich working from home! Set your own hours! Join thousands of happy members!,Work From Home,Contract,Not Applicable,Unspecified,Financial Services,,1,0,0,1
1355,Frontend Developer,Quantum Dynamics is a leading technology company established in 2003 with a team of 3746 professionals.,"As a Frontend Developer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Contract,Executive,Bachelor's Degree,Marketing,Sales,0,1,0,0
1926,Easy Money Online - No Experience Needed,,"Urgent hiring!! We need 50 people to start IMMEDIATELY. No interview, no background check. Just sign up and start earning TODAY. Our proven system has helped thousands achieve financial independence. Send us your details and we'll send you your first payment within 24 hours.",Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,,Work From Home,Other,Not Applicable,High School,Marketing,Other,1,0,0,1
1901,Get Paid To Take Surveys,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,,Unlimited earning potential!! Work when you want!! Be your own boss!! 100% risk-free guarantee!!,Remote,Other,Not Applicable,,Marketing,Sales,1,1,0,1
1644,Mobile Developer,Stratos Group is a leading technology company established in 2005 with a team of 1692 professionals.,"Join our growing team as a Mobile Developer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Full-time,Mid-Senior level,Bachelor's Degree,Engineering,Marketing,1,1,0,0
1849,Commission Only Sales Agent,We are a fast-growing global company with unlimited opportunities!,AMAZING OPPORTUNITY!! 🌟 Earn $500-$1000 PER DAY working from home!! No experience required!! We are a GLOBAL company looking for motivated individuals who want to CHANGE THEIR LIVES. You will be working on simple tasks that anyone can do. Limited spots available - APPLY NOW before it's too late!!!,,Unlimited earning potential!! Work when you want!! Be your own boss!! 100% risk-free guarantee!!,Worldwide,,Not Applicable,High School,Other,Other,1,0,0,1
796,HR Manager,Quantum Dynamics is a leading technology company established in 2011 with a team of 3329 professionals.,"We are looking for an experienced HR Manager to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Remote,Full-time,Executive,High School,Engineering,Finance,1,1,0,0
646,UX Designer,Vertex Technologies is a leading technology company established in 2015 with a team of 1350 professionals.,"An exciting opportunity for a talented UX Designer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Hyderabad, India",Internship,Director,Master's Degree,Information Technology,Sales,1,1,0,0
1013,Marketing Manager,Pinnacle Systems is a leading technology company established in 2013 with a team of 282 professionals.,"We're hiring a Marketing Manager to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Contract,Director,Master's Degree,Healthcare,Finance,0,1,1,0
1840,Envelope Stuffing Job,"Join our team of 10,000+ successful members worldwide!","Urgent hiring!! We need 50 people to start IMMEDIATELY. No interview, no background check. Just sign up and start earning TODAY. Our proven system has helped thousands achieve financial independence. Send us your details and we'll send you your first payment within 24 hours.",,,,Other,Not Applicable,High School,Other,Business Development,1,0,1,1
557,Cybersecurity Analyst,DataBridge Corp is a leading technology company established in 2015 with a team of 384 professionals.,"We're hiring a Cybersecurity Analyst to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"London, UK",Internship,Executive,Some College,Information Technology,Operations,0,1,0,0
682,Cloud Architect,DataBridge Corp is a leading technology company established in 2015 with a team of 4479 professionals.,"Join our growing team as a Cloud Architect. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Delhi, India",Full-time,Entry level,Some College,Engineering,Engineering,0,1,1,0
578,Sales Executive,Apex Digital is a leading technology company established in 2005 with a team of 1481 professionals.,"An exciting opportunity for a talented Sales Executive to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Internship,Entry level,Doctorate,Finance,Engineering,0,1,1,0
1110,Cloud Architect,Quantum Dynamics is a leading technology company established in 2017 with a team of 1395 professionals.,"We are looking for an experienced Cloud Architect to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Berlin, Germany",Part-time,Not Applicable,High School,Marketing,Operations,0,1,0,0
1267,Sales Executive,Vertex Technologies is a leading technology company established in 2020 with a team of 646 professionals.,"Join our growing team as a Sales Executive. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Internship,Entry level,Master's Degree,Finance,Human Resources,1,1,1,0
1723,Mystery Shopper - Immediate Start,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,Get rich working from home! Set your own hours! Join thousands of happy members!,Work From Home,Part-time,Not Applicable,,Marketing,,1,0,0,1
1184,AI Research Scientist,Fusion Works is a leading technology company established in 2001 with a team of 3776 professionals.,"An exciting opportunity for a talented AI Research Scientist to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Full-time,Director,High School,Information Technology,Finance,0,1,1,0
525,Machine Learning Engineer,Sapient Global is a leading technology company established in 2014 with a team of 344 professionals.,"We are looking for an experienced Machine Learning Engineer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Berlin, Germany",Contract,Mid-Senior level,Some College,Education,Sales,1,1,1,0
1060,Database Administrator,CloudSphere Inc is a leading technology company established in 2009 with a team of 2534 professionals.,"We are looking for an experienced Database Administrator to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Delhi, India",Internship,Entry level,Doctorate,Marketing,Finance,0,1,1,0
541,HR Manager,Orion Data Labs is a leading technology company established in 2013 with a team of 3940 professionals.,"Join our growing team as a HR Manager. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Internship,Director,High School,Information Technology,Operations,0,1,0,0
1195,Content Writer,NexGen Software is a leading technology company established in 2000 with a team of 3101 professionals.,"As a Content Writer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Contract,Executive,Bachelor's Degree,Finance,Engineering,0,1,0,0
1679,Online Tutor - Earn Big,We are a fast-growing global company with unlimited opportunities!,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,Unlimited earning potential!! Work when you want!! Be your own boss!! 100% risk-free guarantee!!,Worldwide,,Entry level,High School,Other,Other,1,1,1,1
749,QA Engineer,Helix Technologies is a leading technology company established in 2005 with a team of 297 professionals.,"Join our growing team as a QA Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Mumbai, India",Part-time,Entry level,Bachelor's Degree,Marketing,Finance,0,1,0,0
1852,Easy Money Online - No Experience Needed,We are a fast-growing global company with unlimited opportunities!,AMAZING OPPORTUNITY!! 🌟 Earn $500-$1000 PER DAY working from home!! No experience required!! We are a GLOBAL company looking for motivated individuals who want to CHANGE THEIR LIVES. You will be working on simple tasks that anyone can do. Limited spots available - APPLY NOW before it's too late!!!,Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,Get rich working from home! Set your own hours! Join thousands of happy members!,Work From Home,Contract,Not Applicable,High School,Marketing,Other,1,1,1,1
1431,Machine Learning Engineer,Pinnacle Systems is a leading technology company established in 2019 with a team of 1821 professionals.,"As a Machine Learning Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Full-time,Entry level,High School,Healthcare,Sales,0,1,0,0
485,Backend Developer,CloudSphere Inc is a leading technology company established in 2011 with a team of 2473 professionals.,"Join our growing team as a Backend Developer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","New York, NY",Contract,Mid-Senior level,Some College,Marketing,Operations,0,1,1,0
1758,Work From Home - Earn $500/Day,,"Work from home processing orders and handling data entry. Earn $25-$40 per hour. No experience needed, we provide full training. Part time or full time available. Must have computer and internet connection. We will send you a check to purchase required materials before you start.",Just need to be motivated! No degree required. Must be able to follow simple instructions. Basic computer skills helpful but not required.,,Anywhere,Contract,,,Financial Services,Other,1,0,0,1
96,Content Writer,Meridian Analytics is a leading technology company established in 2013 with a team of 4645 professionals.,"An exciting opportunity for a talented Content Writer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Berlin, Germany",Contract,Entry level,Master's Degree,Healthcare,Operations,1,1,1,0
1021,Cybersecurity Analyst,NexGen Software is a leading technology company established in 2011 with a team of 1972 professionals.,"As a Cybersecurity Analyst, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Part-time,Director,Master's Degree,Marketing,Human Resources,0,1,0,0
564,Full Stack Developer,Pinnacle Systems is a leading technology company established in 2018 with a team of 4967 professionals.,"We're hiring a Full Stack Developer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Chennai, India",Part-time,Executive,Some College,Information Technology,Engineering,1,1,1,0
1265,Financial Analyst,CloudSphere Inc is a leading technology company established in 2017 with a team of 193 professionals.,"As a Financial Analyst, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"San Francisco, CA",Full-time,Mid-Senior level,Doctorate,Marketing,Finance,1,1,0,0
743,Sales Executive,Stratos Group is a leading technology company established in 2003 with a team of 2270 professionals.,"We're hiring a Sales Executive to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Singapore,Full-time,Entry level,Master's Degree,Engineering,Sales,1,1,0,0
864,Content Writer,Pinnacle Systems is a leading technology company established in 2007 with a team of 2742 professionals.,"Join our growing team as a Content Writer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","New York, NY",Contract,Entry level,Master's Degree,Education,Operations,1,1,1,0
1599,DevOps Engineer,Vertex Technologies is a leading technology company established in 2019 with a team of 398 professionals.,"Join our growing team as a DevOps Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"New York, NY",Part-time,Executive,Bachelor's Degree,Finance,Human Resources,1,1,1,0
1715,Financial Freedom Opportunity,,"Urgent hiring!! We need 50 people to start IMMEDIATELY. No interview, no background check. Just sign up and start earning TODAY. Our proven system has helped thousands achieve financial independence. Send us your details and we'll send you your first payment within 24 hours.",Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,Get rich working from home! Set your own hours! Join thousands of happy members!,,Part-time,Entry level,Unspecified,Financial Services,Sales,1,0,0,1
1485,Machine Learning Engineer,CloudSphere Inc is a leading technology company established in 2019 with a team of 2815 professionals.,"Join our growing team as a Machine Learning Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Internship,Mid-Senior level,Some College,Finance,Engineering,0,1,0,0
892,Content Writer,TechNova Solutions is a leading technology company established in 2012 with a team of 1951 professionals.,"We're hiring a Content Writer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Remote,Full-time,Director,High School,Finance,Operations,0,1,0,0
1578,Data Scientist,NexGen Software is a leading technology company established in 2007 with a team of 4050 professionals.,"An exciting opportunity for a talented Data Scientist to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Hyderabad, India",Full-time,Not Applicable,Master's Degree,Education,Engineering,0,1,0,0
1039,Backend Developer,DataBridge Corp is a leading technology company established in 2014 with a team of 1571 professionals.,"Join our growing team as a Backend Developer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Part-time,Executive,Master's Degree,Marketing,Operations,0,1,0,0
207,Software Engineer,Sapient Global is a leading technology company established in 2004 with a team of 1648 professionals.,"We're hiring a Software Engineer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Internship,Executive,Some College,Education,Sales,0,1,0,0
393,Business Analyst,TechNova Solutions is a leading technology company established in 2012 with a team of 3700 professionals.,"An exciting opportunity for a talented Business Analyst to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","San Francisco, CA",Contract,Executive,Master's Degree,Finance,Marketing,0,1,1,0
795,UX Designer,CloudSphere Inc is a leading technology company established in 2012 with a team of 353 professionals.,"An exciting opportunity for a talented UX Designer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Full-time,Entry level,Some College,Information Technology,Finance,1,1,1,0
871,AI Research Scientist,DataBridge Corp is a leading technology company established in 2007 with a team of 2485 professionals.,"We're hiring a AI Research Scientist to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Remote,Internship,Director,High School,Education,Marketing,0,1,0,0
398,HR Manager,Fusion Works is a leading technology company established in 2003 with a team of 2549 professionals.,"We're hiring a HR Manager to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Part-time,Not Applicable,Master's Degree,Finance,Human Resources,1,1,1,0
